postcode,courier_company_id,region,local_region,metro,city,state,state_code,branch_location,routing_code,rto_routing_code,cod,cutoff_time,pickup,delivery,sr_region,blocked,block_reason,sr_metro,sr_local_region,ros,suppress_pickup,suppress_delivery,first_mile_pickup,multi_delivery,blocked_pickup,blocked_delivery,delay_pickup,delay_delivery,pickup_supress_date_from,pickup_supress_date_to,delivery_supress_date_from,delivery_supress_date_to,suppress_remark,supress_on,pickup_delay_date_from,pickup_delay_date_to,pickup_delay_days,delivery_delay_date_from,delivery_delay_date_to,delivery_delay_days,delay_remark,multi_delivery
382026,196,3,0,0,GANDHINAGAR,GUJARAT,GJ,"GANDHINAGAR BRANCH",,,1,11:00,0,1,3,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:23:31"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:23:31",,,,,,,,0
382027,196,3,0,0,GANDHINAGAR,GUJARAT,GJ,,,,1,11:00,0,1,3,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:23:31"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:23:31",,,,,,,,0
382028,196,3,0,0,GANDHINAGAR,GUJARAT,GJ,"GANDHINAGAR BRANCH",,,1,11:00,1,1,3,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:23:31"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:23:31",,,,,,,,0
382029,196,3,0,0,GANDHINAGAR,GUJARAT,GJ,"GANDHINAGAR BRANCH",,,1,11:00,0,1,3,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:23:31"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:23:31",,,,,,,,0
382030,196,3,0,0,GANDHINAGAR,GUJARAT,GJ,"GANDHINAGAR BRANCH",,,1,11:00,1,1,3,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:23:31"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:23:31",,,,,,,,0
382041,196,3,0,0,GANDHINAGAR,GUJARAT,GJ,"GANDHINAGAR BRANCH",,,1,11:00,1,1,3,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:23:31"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:23:31",,,,,,,,0
363007,196,3,0,0,SURENDRANAGAR,GUJARAT,GJ,,,,0,11:00,0,1,3,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:23:31"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:23:31",,,,,,,,0
382043,196,3,0,1,AHMEDABAD,GUJARAT,GJ,,,,1,11:00,0,1,3,0,,1,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:23:31"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:23:31",,,,,,,,0
382044,196,3,0,0,GANDHINAGAR,GUJARAT,GJ,,,,1,11:00,0,1,3,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:23:31"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:23:31",,,,,,,,0
382045,196,3,0,0,GANDHINAGAR,GUJARAT,GJ,"AHMEDABAD BRANCH",,,1,11:00,1,1,3,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:23:31"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:23:31",,,,,,,,0
390007,196,3,0,0,BARODA,GUJARAT,GJ,"BARODA BRANCH",,,1,11:00,1,1,3,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:23:31"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:23:31",,,,,,,,0
390011,196,3,0,0,BARODA,GUJARAT,GJ,,,,1,11:00,1,1,3,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:23:31"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:23:31",,,,,,,,0
382120,196,3,0,1,AHMEDABAD,GUJARAT,GJ,,,,1,11:00,0,1,3,0,,1,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:23:31"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:23:31",,,,,,,,0
382130,196,3,0,0,MEHSANA,GUJARAT,GJ,,,,1,11:00,0,1,3,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:23:31"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:23:31",,,,,,,,0
363020,196,3,0,0,SURENDRANAGAR,Gujarat,GJ,,,,0,11:00,0,1,3,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:23:31"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:23:31",,,,,,,,0
363023,196,3,0,0,SURENDRANAGAR,GUJARAT,GJ,,,,0,11:00,0,1,3,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:23:31"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:23:31",,,,,,,,0
390012,196,3,0,0,BARODA,GUJARAT,GJ,"BARODA BRANCH",,,1,11:00,1,1,3,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:23:31"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:23:31",,,,,,,,0
382160,196,3,0,1,AHMEDABAD,GUJARAT,GJ,,,,1,11:00,0,1,3,0,,1,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:23:31"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:23:31",,,,,,,,0
390020,196,3,0,0,BARODA,GUJARAT,GJ,"BARODA BRANCH",,,1,11:00,1,1,3,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:23:31"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:23:31",,,,,,,,0
391240,196,3,0,0,BARODA,GUJARAT,GJ,"BARODA BRANCH",,,1,11:00,1,1,3,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:23:31"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:23:31",,,,,,,,0
363031,196,3,0,0,SURENDRANAGAR,GUJARAT,GJ,,,,0,11:00,0,1,3,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:23:31"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:23:31",,,,,,,,0
382213,196,3,0,1,AHMEDABAD,GUJARAT,GJ,"AHMEDABAD WEST BRANCH",,,1,11:00,1,1,3,0,,1,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:23:31"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:23:31",,,,,,,,0
363035,196,3,0,0,SURENDRANAGAR,GUJARAT,GJ,,,,0,11:00,0,1,3,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:23:31"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:23:31",,,,,,,,0
363039,196,3,0,0,SURENDRANAGAR,GUJARAT,GJ,,,,0,11:00,0,1,3,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:23:31"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:23:31",,,,,,,,0
391410,196,3,0,0,BARODA,GUJARAT,GJ,"BARODA BRANCH",,,1,11:00,1,1,3,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:23:31"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:23:31",,,,,,,,0
392001,196,3,0,0,BHARUCH,GUJARAT,GJ,"ANKLESHWAR BRANCH",,,1,11:00,0,1,3,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:23:31"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:23:31",,,,,,,,0
382270,196,3,0,1,AHMEDABAD,GUJARAT,GJ,"AHMEDABAD WEST BRANCH",,,1,11:00,1,1,3,0,,1,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:23:31"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:23:31",,,,,,,,0
382305,196,3,0,1,AHMEDABAD,GUJARAT,GJ,"GANDHINAGAR BRANCH",,,1,11:00,0,1,3,0,,1,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:23:31"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:23:31",,,,,,,,0
382310,196,3,0,1,AHMEDABAD,GUJARAT,GJ,"AHMEDABAD APEX",,,1,11:00,0,1,3,0,,1,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:23:31"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:23:31",,,,,,,,0
382316,196,3,0,1,AHMEDABAD,GUJARAT,GJ,"KHOKHRA BRANCH",,,1,11:00,1,1,3,0,,1,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:23:31"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:23:31",,,,,,,,0
382321,196,3,0,0,AHMEDABAD,GUJARAT,GJ,,,,1,11:00,0,1,3,0,,1,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:23:31"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:23:31",,,,,,,,0
382324,196,3,0,0,AHMEDABAD,GUJARAT,GJ,"KHOKHRA BRANCH",,,1,11:00,1,1,3,0,,1,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:23:31"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:23:31",,,,,,,,0
382325,196,3,0,1,AHMEDABAD,GUJARAT,GJ,"KHOKHRA BRANCH",,,1,11:00,1,1,3,0,,1,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:23:31"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:23:31",,,,,,,,0
393001,196,3,0,0,ANKLESHWAR,GUJARAT,GJ,"ANKLESHWAR BRANCH",,,1,11:00,0,1,3,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:23:31"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:23:31",,,,,,,,0
363312,196,3,0,0,SURENDRANAGAR,GUJARAT,GJ,,,,0,11:00,0,1,3,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:23:31"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:23:31",,,,,,,,0
382340,196,3,0,1,AHMEDABAD,GUJARAT,GJ,"GANDHINAGAR BRANCH",,,1,11:00,1,1,3,0,,1,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:23:31"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:23:31",,,,,,,,0
382345,196,3,0,1,AHMEDABAD,GUJARAT,GJ,"KHOKHRA BRANCH",,,1,11:00,1,1,3,0,,1,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:23:31"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:23:31",,,,,,,,0
382346,196,3,0,1,AHMEDABAD,GUJARAT,GJ,"KHOKHRA BRANCH",,,1,11:00,1,1,3,0,,1,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:23:31"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:23:31",,,,,,,,0
382350,196,3,0,1,AHMEDABAD,GUJARAT,GJ,"KHOKHRA BRANCH",,,1,11:00,1,1,3,0,,1,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:23:31"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:23:31",,,,,,,,0
382352,196,3,0,1,AHMEDABAD,GUJARAT,GJ,"KHOKHRA BRANCH",,,1,11:00,1,1,3,0,,1,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:23:31"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:23:31",,,,,,,,0
363315,196,3,0,0,SURENDRANAGAR,GUJARAT,GJ,,,,0,11:00,0,1,3,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:23:31"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:23:31",,,,,,,,0
382360,196,3,0,1,AHMEDABAD,GUJARAT,GJ,"AHMEDABAD APEX",,,1,11:00,0,1,3,0,,1,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:23:31"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:23:31",,,,,,,,0
382404,196,3,0,0,AHMEDABAD,GUJARAT,GJ,"KHOKHRA BRANCH",,,1,11:00,1,1,3,0,,1,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:23:31"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:23:31",,,,,,,,0
393002,196,3,0,0,ANKLESHWAR,GUJARAT,GJ,"ANKLESHWAR BRANCH",,,1,11:00,1,1,3,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:23:31"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:23:31",,,,,,,,0
382410,196,3,0,1,AHMEDABAD,GUJARAT,GJ,"KHOKHRA BRANCH",,,1,11:00,1,1,3,0,,1,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:23:31"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:23:31",,,,,,,,0
382415,196,3,0,1,AHMEDABAD,GUJARAT,GJ,"KHOKHRA BRANCH",,,1,11:00,1,1,3,0,,1,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:23:31"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:23:31",,,,,,,,0
382418,196,3,0,1,AHMEDABAD,GUJARAT,GJ,"KHOKHRA BRANCH",,,1,11:00,1,1,3,0,,1,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:23:31"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:23:31",,,,,,,,0
382420,196,3,0,0,AHMEDABAD,GUJARAT,GJ,"KHOKHRA BRANCH",,,1,11:00,1,1,3,0,,1,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:23:31"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:23:31",,,,,,,,0
393010,196,3,0,0,ANKLESHWAR,GUJARAT,GJ,"ANKLESHWAR BRANCH",,,1,11:00,0,1,3,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:23:31"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:23:31",,,,,,,,0
363333,196,3,0,0,MORBI,GUJARAT,GJ,,,,0,11:00,0,1,3,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:23:31"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:23:31",,,,,,,,0
394010,196,3,0,0,SURAT,GUJARAT,GJ,"SURAT APEX",,,1,11:00,1,1,3,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:23:31"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:23:31",,,,,,,,0
363412,196,3,0,0,SURENDRANAGAR,GUJARAT,GJ,,,,0,11:00,0,1,3,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:23:31"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:23:31",,,,,,,,0
382427,196,3,0,1,AHMEDABAD,GUJARAT,GJ,"KHOKHRA BRANCH",,,1,11:00,1,1,3,0,,1,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:23:31"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:23:31",,,,,,,,0
382428,196,3,0,1,AHMEDABAD,GUJARAT,GJ,"GANDHINAGAR BRANCH",,,1,11:00,0,1,3,0,,1,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:23:31"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:23:31",,,,,,,,0
382430,196,3,0,1,AHMEDABAD,GUJARAT,GJ,"KHOKHRA BRANCH",,,1,11:00,1,1,3,0,,1,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:23:31"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:23:31",,,,,,,,0
382433,196,3,0,1,AHMEDABAD,GUJARAT,GJ,"GANDHINAGAR BRANCH",,,1,11:00,0,1,3,0,,1,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:23:31"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:23:31",,,,,,,,0
382435,196,3,0,1,AHMEDABAD,GUJARAT,GJ,"KHOKHRA BRANCH",,,1,11:00,0,1,3,0,,1,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:23:31"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:23:31",,,,,,,,0
394130,196,3,0,0,SURAT,GUJARAT,GJ,,,,1,11:00,0,1,3,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:23:31"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:23:31",,,,,,,,0
382442,196,3,0,0,AHMEDABAD,GUJARAT,GJ,"KHOKHRA BRANCH",,,1,11:00,1,1,3,0,,1,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:23:31"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:23:31",,,,,,,,0
382443,196,3,0,1,AHMEDABAD,GUJARAT,GJ,"KHOKHRA BRANCH",,,1,11:00,1,1,3,0,,1,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:23:31"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:23:31",,,,,,,,0
382445,196,3,0,1,AHMEDABAD,GUJARAT,GJ,"KHOKHRA BRANCH",,,1,11:00,1,1,3,0,,1,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:23:31"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:23:31",,,,,,,,0
382449,196,3,0,0,AHMEDABAD,GUJARAT,GJ,,,,1,11:00,0,1,3,0,,1,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:23:31"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:23:31",,,,,,,,0
394210,196,3,0,0,SURAT,GUJARAT,GJ,"SURAT APEX",,,1,11:00,1,1,3,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:23:31"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:23:31",,,,,,,,0
363424,196,3,0,0,SURENDRANAGAR,GUJARAT,GJ,,,,0,11:00,0,1,3,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:23:31"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:23:31",,,,,,,,0
394515,196,3,0,0,SURAT,GUJARAT,GJ,"SURAT APEX",,,1,11:00,1,1,3,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:23:31"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:23:31",,,,,,,,0
394517,196,3,0,0,SURAT,GUJARAT,GJ,"SURAT APEX",,,1,11:00,0,1,3,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:23:31"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:23:31",,,,,,,,0
394520,196,3,0,0,SURAT,GUJARAT,GJ,,,,1,11:00,0,1,3,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:23:31"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:23:31",,,,,,,,0
394540,196,3,0,0,SURAT,GUJARAT,GJ,,,,1,11:00,0,1,3,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:23:31"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:23:31",,,,,,,,0
363426,196,3,0,0,SURENDRANAGAR,GUJARAT,GJ,,,,0,11:00,0,1,3,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:23:31"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:23:31",,,,,,,,0
363535,196,3,0,0,MORBI,GUJARAT,GJ,,,,0,11:00,0,1,3,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:23:31"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:23:31",,,,,,,,0
382625,196,3,0,0,GANDHINAGAR,GUJARAT,GJ,"AHMEDABAD APEX",,,1,11:00,1,1,3,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:23:31"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:23:31",,,,,,,,0
363622,196,3,0,0,WANKANER,GUJARAT,GJ,,,,0,11:00,0,1,3,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:23:31"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:23:31",,,,,,,,0
382644,196,3,0,0,GANDHINAGAR,GUJARAT,GJ,"AHMEDABAD APEX",,,1,11:00,1,1,3,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:23:31"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:23:31",,,,,,,,0
382655,196,3,0,0,KALOL,GUJARAT,GJ,,,,1,11:00,0,1,3,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:23:31"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:23:31",,,,,,,,0
363626,196,3,0,0,MORBI,GUJARAT,GJ,,,,0,11:00,0,1,3,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:23:31"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:23:31",,,,,,,,0
382705,196,3,0,0,MEHSANA,GUJARAT,GJ,"GANDHINAGAR BRANCH",,,1,11:00,0,1,3,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:23:31"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:23:31",,,,,,,,0
363630,196,3,0,0,RAJKOT,GUJARAT,GJ,"RAJKOT BRANCH",,,0,11:00,0,1,3,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:23:31"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:23:31",,,,,,,,0
363636,196,3,0,0,RAJKOT,GUJARAT,GJ,,,,0,11:00,0,1,3,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:23:31"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:23:31",,,,,,,,0
363642,196,3,0,0,MORBI,GUJARAT,GJ,"RAJKOT BRANCH",,,0,11:00,1,1,3,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:23:31"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:23:31",,,,,,,,0
363665,196,3,0,0,MORBI,GUJARAT,GJ,,,,0,11:00,0,1,3,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:23:31"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:23:31",,,,,,,,0
363667,196,3,0,0,MORBI,GUJARAT,GJ,,,,0,11:00,0,1,3,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:23:31"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:23:31",,,,,,,,0
363669,196,3,0,0,MORBI,GUJARAT,GJ,,,,0,11:00,0,1,3,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:23:31"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:23:31",,,,,,,,0
382715,196,3,0,0,KADI,GUJARAT,GJ,"GANDHINAGAR BRANCH",,,1,11:00,0,1,3,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:23:31"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:23:31",,,,,,,,0
382716,196,3,0,0,KALOL,GUJARAT,GJ,,,,1,11:00,0,1,3,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:23:31"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:23:31",,,,,,,,0
364022,196,3,0,0,BHAVNAGAR,GUJARAT,GJ,,,,0,11:00,0,1,3,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:23:31"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:23:31",,,,,,,,0
364215,196,3,0,0,BHAVNAGAR,GUJARAT,GJ,,,,0,11:00,0,1,3,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:23:31"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:23:31",,,,,,,,0
382719,196,3,0,0,KALOL,GUJARAT,GJ,,,,1,11:00,0,1,3,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:23:31"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:23:31",,,,,,,,0
382720,196,3,0,0,KALOL,GUJARAT,GJ,,,,1,11:00,0,1,3,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:23:31"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:23:31",,,,,,,,0
394602,196,3,0,0,BARDOLI,GUJARAT,GJ,,,,1,11:00,0,1,3,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:23:31"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:23:31",,,,,,,,0
364220,196,3,0,0,AMRELI,GUJARAT,GJ,,,,0,11:00,0,1,3,0,,0,0,0,0,0,0,"{""action_on"": ""2025-06-04 19:23:31"", ""blocked_fm"": """", ""blocked_lm"": """"}",,,0,0,,,,,,"2025-06-04 19:23:31",,,,,,,,0
